creche_id_nature;nom;nature;agr;type;ag_cible;date_ouverture;nb_sections;horaire_ouverture;horaire_fermeture;adresse;code_postal;ville;telephone;email;societe;departement;region;siret;enseigne;enseigne_slug;geo_lat;geo_lng;espace_exterieur;repas;lait;couches;marque_blanche;affichage_logo_enseigne
250_PART;Poissy;PART;45;Mac;0;          ;0;06:30;19:30;22 rue Meissonnier;78300;Poissy;;;;;;;IEPC;;48.92987100;2.03698300;False;True;True;True;True;False
26;THIVERVAL;CEP;45;MAC;45;01/09/2008;0;07:45;18:45;RD 119 Parc de Folleville;78850;THIVERVAL;09 51 90 47 98;thiverval@lpcr.fr;LPCR GROUPE;78;;528570229;;les-petits-chaperons-rouges;48.84839469999999;1.9094135999999935;True;True;True;True;False;True
260_PART;Paris 15;PART;10;Micro-crèche;0;          ;0;08:00;19:00;3 rue Rosenwald;75015;Paris;;;;;;;Kids Cool;kids-cool;48.83350200;2.30608140;False;True;True;True;False;True
263_PART;Montrouge;PART;20;Mac;0;          ;0;07:30;19:00;93 avenue Aristide Briand;92120;Montrouge;;;;;;;Kids Cool;kids-cool;48.81454010;2.32590860;True;True;True;True;False;True
265_PART;Michelet;PART;40;Mac;0;          ;3;07:45;19:00;24 avenue Michelet;94100;Saint Maur des fossés;;;;;;;Kids Cool;kids-cool;48.7920945;2.50918200000001;True;True;True;True;False;True
266;BIO CRECHE CONVENTION;CEP;36;MAC;36;20/09/2013;0;07:30;19:00;159 RUE BLOMET;75015;PARIS;01 74 03 11 32;paris.blomet@biocreche.com;BIO CRECHE CONVENTION;75;;793790445;;bio-creche;48.83752430000001;2.294627300000002;True;True;True;True;False;True
268;BIO CRECHE ROMAINVILLE;CEP;44;MAC;0;02/09/2013;0;07:30;19:00;13-17 ALLEE DU BELVEDERE;93230;ROMAINVILLE;01 74 73 30 96;romainville@biocreche.com;BIO CRECHE ROMAINVILLE;93;;791 861 750;;bio-creche;48.88015120000001;2.410078399999975;True;True;True;True;False;True
269;LME CANAILLES;CEP;10;MIC;10;29/10/2015;0;07:30;19:00;74 rue Jules Guesdes;92300;LEVALLOIS;01 74 70 05 54;levallois.guesde@crechesetmalices.com;LA MAISON DE L'EVEIL;92;;792 631 608;;creches-et-malices;48.894665;2.291818400000011;True;True;True;True;False;True
194_PART;Pernety;PART;10;Micro-crèche;0;          ;0;08:00;19:00;47 rue Bénard;75014;Paris;;;;49;;;Crèches Expansion;creches-expansion;48.83181640;2.32064420;False;True;True;True;False;True
195_PART;Catulle Mendes;PART;10;Micro-crèche;0;          ;0;07:30;18:30;8 rue Catulle Mendès;75017;Paris;;;;49;;;Crèches Expansion;creches-expansion;48.88683970;2.29130510;False;True;True;True;False;True
197;LES MALICIEUX DE WASQUEHAL;CEP;10;MIC;10;08/04/2013;0;08:00;19:00;47 avenue de Flandre;59290;WASQUEHAL;03 59 09 07 77;wasquehal@crechesetmalices.com;LPCR GROUPE;59;;528570229;;creches-et-malices;50.66444730000001;3.1232833000000255;True;True;True;True;False;True
2;CLICHY VEGA;CEP;66;MAC;66;02/11/2005;0;07:30;19:00;6 allée Jean Prouvé;92110;CLICHY;01 74 70 05 55;clichy@lpcr.fr;LPCR GROUPE;92;;528570229;;les-petits-chaperons-rouges;48.9064162;2.3182879999999386;True;True;True;True;False;True
201;LES MALICIEUX DE CONTE;CEP;10;MIC;10;27/05/2013;0;08:30;19:00;3 rue de Conté;75003;PARIS;01 42 74 69 10;paris.conte@crechesetmalices.com;LPCR GROUPE;75;;528570229;;creches-et-malices;48.8658489;2.3562819999999647;True;True;True;True;False;True
202_PART;Le Petit Bois Charmant de Nathan;PART;30;Mac;0;          ;0;07:00;19:00;977 rue Eugène Avinée;59120;Loos;;;;94;;;Des Etoiles Plein les Yeux;des-etoiles-plein-les-yeux;50.60329400;3.03751400;True;True;False;False;False;True
210;LES MALICIEUX DE PONSON;CEP;10;MIC;10;19/05/2014;0;08:00;18:30;46 rue Raphael Ponson;13008;MARSEILLE;09 81 30 79 98;marseille.ponson@crechesetmalices.com;LPCR GROUPE;13;;528570229;;creches-et-malices;43.26604;5.388011000000006;True;True;True;True;False;True
210_PART;Pomme de Reinette;PART;38;Mac;0;          ;0;07:00;19:00;Rue Charles Flon;59310;Orchies;;;;59;;;Des Etoiles Plein les Yeux;des-etoiles-plein-les-yeux;50.46607900;3.26007970;True;True;False;False;False;True
212_PART;Le Nid de Sidonie;PART;25;Mac;0;          ;0;07:00;19:00;Parc d'activité de la Croix Rouge;59380;Socx;;;;59;;;Des Etoiles Plein les Yeux;des-etoiles-plein-les-yeux;50.95376100;2.43184700;False;True;False;False;False;True
215;LES MALICIEUX D'AGATHE;CEP;10;MIC;10;29/09/2014;0;08:30;19:00;1 rue Agathe;92800;PUTEAUX;01 78 14 35 80;puteaux@crechesetmalices.com;LPCR GROUPE;92;;528570229;;creches-et-malices;48.87819429999999;2.2400860000000193;True;True;True;True;False;True
217_PART;Le Petit Bolide de Camille;PART;38;Mac;0;          ;0;05:30;20:00;101 rue de Neuf Mesnil;59750;Feignies;;;;59;;;Des Etoiles Plein les Yeux;des-etoiles-plein-les-yeux;50.27615820;3.90810910;False;True;False;False;False;True
219;LES MALICIEUX DE MONTROSIER;CEP;10;MIC;10;01/01/2015;0;08:30;19:00;26 rue Montrosier;92200;NEUILLY;01 42 22 91 26;neuilly@crechesetmalices.com;LPCR GROUPE;92;;528570229;;creches-et-malices;48.8809808;2.2798903999999993;True;True;True;True;False;True
220_PART;Zébulon le Petit Chaton;PART;38;Mac;0;          ;0;07:00;19:00;Rue Alfred Nobel;62880;Vendin le Vieil;;;;62;;;Des Etoiles Plein les Yeux;des-etoiles-plein-les-yeux;50.45881600;2.83888950;False;True;False;False;False;True
225;PARIS 8 BUCAREST;CEP;47;MAC;47;23/09/2013;0;08:30;19:00;7/13 rue Bucarest;75008;PARIS;01 70 08 19 62;paris.bucarest@lpcr.fr;LPCR GROUPE;75;;528570229;;les-petits-chaperons-rouges;48.880509;2.326114999999959;True;True;True;True;False;True
229_PART;Petit Quevilly;PART;10;Micro-crèche;0;          ;0;08:00;18:30;78 avenue Jean Jaurès;76498;Petit Quevilly;;;;;;;Happy Zou ;prismes-happy-zou-normandie;49.42698260;1.06492580;False;True;True;True;False;True
231_PART;Blomet;PART;10;Micro-crèche;0;          ;0;08:00;18:30;37 rue Blomet;75015;Paris;;;;;;;Happy Zou ;happy-zou-paris;48.84211550;2.30626970;False;True;False;True;False;True
232;COLOMBES LES ALOUETTES;DSP;60;MAC;60;01/04/2015;0;07:30;19:00;ZAC de l'île Marante - 7 rue de Frankenthal;92700;COLOMBES;01 55 90 44 56;colombes.europe@lpcr.fr;LPCR COLLECTIVITES PUBLIQUES;92;;494149990;;;48.9254913;2.2395688999999948;True;True;True;True;False;False
232_PART;Javel;PART;10;Micro-crèche;0;          ;0;08:00;18:30;56 rue Javel;75015;Paris;;;;;;;Happy Zou ;happy-zou-paris;48.84516260;2.28244210;False;True;False;True;False;True
234;MERIGNAC BELL;CEP;31;MAC;31;31/08/2015;0;07:45;18:45;Domaine de Pelus - 4 rue Graham Bell - hall droite;33700;MERIGNAC;05 24 44 00 86;merignac.bell@lpcr.fr;LPCR GROUPE;33;;528570229;;les-petits-chaperons-rouges;44.8298843;-0.6847638000000416;True;True;True;True;False;True
241;VITRY SUR SEINE;CEP;10;MIC;10;01/09/2015;0;07:30;19:00;bâtiment C-106/108, avenue Anatole France;94400;VITRY SUR SEINE;01 74 02 00 47;vitry.seine@lpcr.fr;LPCR GROUPE;94;;528570229;;les-petits-chaperons-rouges;48.8078953;2.404980099999989;True;True;True;True;False;True
245_PART;Calais;PART;10;Micro-crèche;0;          ;0;08:00;18:30;22 rue Desaix;62193;Calais;;;;;;;Happy Zou ;happy-zou-reims;50.94288900;1.84264090;False;True;False;True;False;True
251_PART;Antony;PART;30;Mac;0;          ;0;06:30;19:30;6 square des Alpes;92160;Antony;;;;;;;IEPC;;48.73704240;2.28749090;False;True;True;True;True;False
253_PART;Aubervilliers;PART;50;Mac;0;          ;0;06:30;19:30;8 rue Paul Bert;93300;Aubervilliers;;;;;;;IEPC;;48.90893090;2.38955270;False;True;True;True;True;False
254_PART;Argenteuil 1;PART;25;Mac;0;          ;0;06:30;19:30;123 rue des Carrières;95100;Argenteuil;;;;;;;IEPC;;48.95733360;2.28830400;False;True;True;True;True;False
255;OBERNAI;CEP;25;MAC;36;01/04/2016;0;07:30;18:30;LE GALION - 1 rue de Pully;67210;OBERNAI;03 68 00 00 09;obernai@lpcr.fr;LPCR GRAND EST;67;;533474094;;les-petits-chaperons-rouges;48.46226;7.481679999999983;True;True;True;True;False;True
255_PART;Argenteuil 2;PART;38;Mac;0;          ;0;06:30;19:30;7 rue de l'Abbé Fleury;95100;Argenteuil;;;;;;;IEPC;;48.94410280;2.24681970;False;True;True;True;True;False
261;AUBERVILLIERS;CEP;16;MAC;16;02/05/2016;0;08:00;19:00;Parc des Portes de Paris 45 Avenue Victor Hugo - Batiment 264;93300;AUBERVILLIERS;01 74 73 32 69;aubervilliers@lpcr.fr;LPCR GROUPE;93;;528570229;;les-petits-chaperons-rouges;48.9021181;2.369501200000059;True;True;True;True;False;True
264;BLOTZHEIM;CEP;0;MAC;24;19/09/2016;0;07:30;18:30;18 rue de l'Artisanat Porte B;68 730;BLOTZHEIM;03 68 08 00 73;blotzheim@lpcr.fr;LPCR GRAND EST;68;;533474094;;les-petits-chaperons-rouges;47.6050215;7.505684900000006;True;True;True;True;False;True
266_PART;Caffin;PART;14;Mac;0;          ;0;07:45;19:00;56 avenue Caffin;94100;Saint Maur des fossés;;;;94;;;Kids Cool;kids-cool;48.79223880;2.50625020;True;True;True;True;False;True
270;LME CHENAPANS;CEP;0;MIC;0;29/10/2015;0;07:30;19:00;49 rue Jean Pierre TIMBAUD;92400;COURBEVOIE;01 74 70 05 50;courbevoie.timbaud@crechesetmalices.com;LA MAISON DE L'EVEIL;92;;792 631 608;;creches-et-malices;48.8986469;2.2521348000000216;True;True;True;True;False;True
274;DIJON;CEP;36;MAC;36;05/09/2016;0;07:30;19:00;17 rue du 26ème Dragons;21000;DIJON;03 45 60 01 70;dijon@lpcr.fr;LPCR GROUPE;21;;528570229;;les-petits-chaperons-rouges;47.3323263;5.048173700000007;True;True;True;True;False;True
276_PART;Les Bambins d'Héloïse ;PART;10;Micro-crèche;0;          ;0;08:00;18:30;2 boulevard Jean XXIII;44000;Nantes;;;;;;;La Cabane des Bambins;lcb-ouest;47.22986760;-1.57250800;False;True;True;True;False;True
277;LES MALICIEUX DU GAL LECLERC;CEP;10;MIC;10;15/03/2016;0;07:30;19:00;157 Avenue du Général Leclerc;78220;VIROFLAY;01 74 70 05 69;viroflay@crechesetmalices.com;LPCR GROUPE;78;;528570229;;creches-et-malices;48.80134049999999;2.163442199999963;True;True;True;True;False;True
283;LES MALICIEUX DE COUTUREAU;-;10;MIC;10;01/01/2017;0;08:30;19:00;10 rue Alexandre Coutureau et 9 rue Armengaud;92210;SAINT CLOUD;;stcloud.coutureau@crechesetmalices.com;LPCR GROUPE;92;;528570229;;;48.8464661;2.2156323000000384;True;True;True;True;False;False
286;LES MALICIEUX DE TINTORET;CEP;10;MIC;10;29/08/2016;0;08:30;19:00;16 avenue Faidherbe et 34-36 rue Tintoret;92600;ASNIERES;01 78 14 35 70;asnieres.tintoret@crechesetmalices.com;LPCR GROUPE;92;;528570229;;creches-et-malices;48.9076382;2.266978999999992;True;True;True;True;False;True
286_PART;Myrtille Vitton;PART;30;Mac;0;          ;0;07:30;19:30;40 bis cour Richard Vitton;69003;Lyon;;;;69;;;La Mutualite Française du Rhône;;45.75367810;4.88949420;False;False;False;False;True;False
287;LYON BON LAIT;CEP;21;MAC;21;05/09/2016;0;07:30;19:00;12 rue Simone de Beauvoir;69007;LYON;04 27 18 26 40;lyon.bonlait@lpcr.fr;LPCR GROUPE;69;;528570229;;les-petits-chaperons-rouges;45.7356;4.833622200000036;True;True;True;True;False;True
287_PART;EAJE Grain d'Orge;PART;52;Mac;0;          ;0;07:30;19:30;134 grande rue de la Guillotière;69007;Lyon;;;;69;;;La Mutualite Française du Rhône;;45.74904660;4.85048740;False;False;False;False;True;False
295;NIMES 2;-;0;-;0;05/11/2016;0;07:30;19:00;115 route d'Uzes;30000;NIMES;;nimes2@lpcr.fr;LPCR GROUPE;30;;528570229;;;43.8544385;4.379408900000044;True;True;True;True;False;False
307;LES MALICIEUX DE LA CONCORDE;;0;;0;01/09/2017;0;;;Quai de la Concorde;59240;DUNKERQUE;;dunkerque.concorde@crechesetmalices.com;LPCR GROUPE;59;;528570229;;;51.0302248;2.3761167000000114;True;True;True;True;False;False
310;YERRES LA DORLOTTE (DSP);DSP;40;MAC;40;01/09/2016;0;07:30;19:00;17 rue de Mendig;91330;YERRES;01 78 18 01 40;yerres.dorlotte@lpcr.fr;LPCR DSP YERRES La Dorlotte;91;;822 044 475;;;48.7103741;2.480380299999979;True;True;True;True;False;False
312;LES MALICIEUX D'ALAÏ;CEP;10;MIC;10;01/08/2016;0;07:00;19:30;186 avenue Charles de Gaulle;69160;TASSIN LA DEMI LUNE;04 28 67 98 12;tassindemilune.alai@crechesetmalices.com;LPCR GROUPE;69;;528570229;;creches-et-malices;45.7535399;4.768033100000025;True;True;True;True;False;True
318_PART;La Voie Lactée;PART;40;Mac;0;          ;0;07:30;19:30;18 rue Louis Blériot;38590;Saint Etienne de Saint Geoirs;;;;;;;Léa et Léo ;lea-et-leo-groupe;45.35727730;5.33618520;True;True;True;False;False;True
321;LABEGE;;0;;0;01/01/2017;0;;;161 rue Ampère - Site INNOPOLE;31670;LABEGE;;labege@lpcr.fr;LPCR LABEGE;31;;823022918;;;43.54806600000001;1.5052467000000433;True;True;True;True;False;False
321_PART;Jaune Citron;PART;36;Mac;0;          ;0;07:30;19:30;71 rue Jean Zay;69800;Saint Priest;;;;;;;Léa et Léo ;lea-et-leo-groupe;45.71115980;4.90404780;True;True;True;False;False;True
322;LES MALICIEUX DE SAINT JACQUES;;0;;0;09/01/2017;0;;;25 rue Saint Jacques;59000;LILLE;;lille.stjacques@crechesetmalices.com;LPCR GROUPE;59;;528570229;;;50.6408973;3.0669384000000264;True;True;True;True;False;False
333_PART;Champigny;PART;45;Mac;0;          ;0;08:00;19:00;3 rue Edouard Vaillant;94500;Champigny sur Marne;;;;;;;Les Petites Canailles;les-petites-canailles;48.81519180;2.50494160;True;True;True;True;False;True
34;PERPIGNAN;CEP;31;MAC;31;26/01/2009;0;07:30;19:00;453 rue Alphonse Beau de Rochas;66000;PERPIGNAN;04 37 46 45 47;perpignan@lpcr.fr;LPCR GROUPE;66;;528570229;;les-petits-chaperons-rouges;42.7334652;2.8926183999999466;True;True;True;True;False;True
342_PART;Sésame;PART;40;Mac;0;          ;0;08:30;18:30;112 boulevard d'Armentières;59100;Roubaix;;;;59;;;Rigolo Comme la Vie;rigolo-comme-la-vie;50.70047830;3.16220880;True;True;True;True;False;True
363_PART;Beauchamp;PART;10;Micro-crèche;0;          ;0;08:00;18:30;9 avenue Morere;95250;Beauchamp;;;;;;;Les Bébés Choyés;les-bebes-choyes;49.01450860;2.18776970;True;False;False;False;False;True
370_PART;Montigny le Bretonneux;PART;7;Micro-crèche;0;          ;0;08:00;18:30;2 mail des Tilleuls;78180;Montigny le Bretonneux;;;;;;;L'Abeille et le Papillon;l-abeille-et-le-papillon;48.78830170;2.04065660;False;True;False;False;False;True
375_PART;Albi;PART;32;Mac;0;          ;0;07:45;18:30;3 rue Marcelin;81000;Albi;;;;;;;L'Oiseau Bariolé;l-oiseau-bariole;43.92544200;2.13799100;True;True;False;True;False;True
378_PART;Mantes la Ville;PART;10;Micro-crèche;0;          ;0;07:30;18:00;5 rue des Merisiers;78711;Mantes la Ville;;;;;;;La Ronde des Doudous;la-ronde-des-doudous;48.97638780;1.70992000;True;True;True;True;False;True
252;LES MALICIEUX DE NATIONALE 2;CEP;10;MIC;10;31/08/2015;0;07:30;19:00;208 RUE NATIONALE;59000;LILLE;03 59 09 06 70;lille.nationale2@crechesetmalices.com;LPCR GROUPE;59;;528570229;;creches-et-malices;50.631663;3.050231599999961;True;True;True;True;False;True
253;BLAGNAC LES ECUREUILS (DSP);DSP;50;MAC;66;04/01/2016;0;07:30;19:00;23 Chemin de Bélisaire;31700;BLAGNAC;05 31 08 00 09;blagnac@lpcr.fr;LPCR COLLECTIVITES PUBLIQUES;31;;494149990;;;43.6318488;1.3858585000000403;True;True;True;True;False;False
256_PART;Garges les Gonesse;PART;60;Mac;0;          ;0;06:30;19:30;10 bis rue Victor Hugo;95140;Garges les Gonesse;;;;;;;IEPC;;48.9722334;2.388602999999989;False;True;True;True;True;False
258_PART;Paris 4;PART;22;Mac;0;          ;0;07:30;19:00;10 quai Henri IV;75004;Paris;;;;;;;Kids Cool;kids-cool;48.84810910;2.36393210;True;True;True;True;False;True
264_PART;Fontenay sous Bois;PART;20;Mac;0;          ;0;07:30;19:00;1 avenue du Maréchal de Lattre de Tassigny;94120;Fontenay sous Bois;;;;;;;Kids Cool;kids-cool;48.85207420;2.49388830;True;True;True;True;False;True
265;BIO CRECHE REPUBLIQUE;CEP;0;MAC;50;18/07/2012;0;07:30;19:00;17-21 RUE DU MOULIN JOLY;75011;PARIS;01 76 78 32 27;paris.moulinjoly@biocreche.com;BIO CRECHE REPUBLIQUE;75;;533 786 158;;bio-creche;48.869571;2.378281099999981;True;True;True;True;False;True
267;BIO CRECHE NYMPHEAS;CEP;20;MAC;0;15/09/2010;0;07:30;19:00;5 RUE DE LA JUSTICE;75020;PARIS;01 70 08 17 52;paris.justice@biocreche.com;BIO CRECHE NYMPHEAS;75;;520 675 752;;bio-creche;48.86976819999999;2.40715160000002;True;True;True;True;False;True
270_PART;Brunelle;PART;25;Mac;0;          ;0;08:00;19:30;32 rue de Bellevue;92100;Boulogne Billancourt;;;;92;;;Kids'Up;kids-up;48.83796850;2.22979190;False;True;True;True;False;True
274_PART;Ambroisine;PART;10;Micro-crèche;0;          ;0;08:00;19:00;77 avenue Aristide Briand;94110;Arcueil;;;;94;;;Kids'Up;kids-up;48.80530530;2.32550000;False;True;True;True;False;True
277_PART;Les Bambins de Talensac;PART;10;Micro-crèche;0;          ;0;08:00;18:30;5 rue Jeanne d'Arc;44000;Nantes;;;;44;;;La Cabane des Bambins;lcb-ouest;47.22081170;-1.55656810;False;True;True;True;False;True
278_PART;La Cabane des Bambins;PART;10;Micro-crèche;0;          ;0;08:30;19:00;47 rue Hallé;75014;Paris;;;;75;;;La Cabane des Bambins;la-cabane-des-bambins;48.83026260;2.33118570;False;True;True;True;False;True
288;LES MALICIEUX D'ALPESPACE;CEP;10;MIC;10;14/11/2016;0;07:30;19:00;Bâtiment MALAKU Alpespace Za Grand Ile Voie Saint Exupéry;73800;FRANCIN;;francin@crechesetmalices.com;LPCR GROUPE;73;;528570229;;creches-et-malices;45.48077800000001;6.034955999999966;True;True;True;True;False;True
302;VILLENEUVE LE COMTE;;0;;0;01/07/2017;0;;;Promenade du Lac -Bloc C;77174;VILLENEUVE LE COMTE;;;LPCR GROUPE;77;;528570229;;;48.86037899999999;2.7390420000000404;True;True;True;True;False;False
306;DUNKERQUE;;0;;0;02/01/2017;0;;;524 Avenue Louis HERBAUX;59240;DUNKERQUE;;dunkerque@lpcr.fr;LPCR GROUPE;59;;528570229;;;51.0415508;2.3942303999999694;True;True;True;True;False;False
309;SAINT AIGNAN GRANDLIEU;;0;;0;01/01/2017;0;;;6 Rue René Fonck;44860;SAINT-AIGNAN-GRANDLIEU;;aignan.grandlieu@lpcr.fr;LPCR GROUPE;44;;528570229;;;47.1531272;-1.5925366000000167;True;True;True;True;False;False
315;SAINT VICTORET - LES P'TITS LOUPS (DSP);DSP;20;MAC;20;01/09/2016;0;07:30;18:30;38 rue Boris Vian;13730;SAINT VICTORET;04 42 79 03 99;saint.victoret@lpcr.fr;LPCR SAINT VICTORET;13;;817 876 246;;;43.4133903;5.235575299999937;True;True;True;True;False;False
316_PART;Les P'tits Pots Rouges;PART;60;Mac;0;          ;0;07:30;19:30;Chemin de Mondeville ;14460;Colombelle;;;;;;;Léa et Léo ;lea-et-leo-groupe;49.18478100;-0.30557700;True;True;True;False;False;True
319;LES MALICIEUX DE MAZARINE;;0;;0;09/01/2017;0;;;20 avenue Louis Amouriq Résidence La Mazarine;13290;AIX LES MILLES;;aix.mazarine@crechesetmalices.com;LPCR GROUPE;13;;528570229;;;43.5023437;5.385586500000045;True;True;True;True;False;False
32;SIGNES;CEP;40;MAC;40;12/01/2009;0;07:30;18:30;Parc d'activites du Plateau de Signes - 437 Avenue de Paris - BP 745 Signes;83030;TOULON Cedex 9;04 37 46 45 48;signes@lpcr.fr;LPCR GROUPE;83;;528570229;;les-petits-chaperons-rouges;43.1304086;5.909669500000064;True;True;True;True;False;True
322_PART;Les Petits Princes;PART;25;Mac;0;          ;0;07:30;19:30;Rue des Chà¢taigniers;74500;Publier;;;;;;;Léa et Léo ;lea-et-leo-groupe;46.38663270;6.54113750;True;True;True;False;False;True
330_PART;Orteaux;PART;10;Micro-crèche;0;          ;0;08:00;19:00;69 rue des Orteaux;75020;Paris;;;;;;;Les Petites Canailles;les-petites-canailles;48.85636760;2.40436390;False;True;True;True;False;True
331_PART;Saint Mandé;PART;60;Mac;0;          ;0;08:00;19:00;6 rue Poirier;94160;Saint Mandé;;;;;;;Les Petites Canailles;les-petites-canailles;48.84484780;2.41846270;True;True;True;True;False;True
341_PART;Noémi;PART;25;Mac;0;          ;0;08:00;19:00;1 rue Pascal;59100;Roubaix;;;;59;;;Rigolo Comme la Vie;rigolo-comme-la-vie;50.68431800;3.17577020;True;True;True;True;False;True
344_PART;Carpeaux;PART;16;Mac;0;          ;0;08:00;18:30;31 rue Carpeaux;59100;Roubaix;;;;59;;;Rigolo Comme la Vie;rigolo-comme-la-vie;50.67679640;3.18517730;True;True;True;True;False;True
345_PART;Rue Neuve;PART;20;Mac;0;          ;0;08:00;19:00;42 rue Neuve;59100;Roubaix;;;;59;;;Rigolo Comme la Vie;rigolo-comme-la-vie;50.69050420;3.17231160;True;True;True;True;False;True
35;VITROLLES GRIFFON;CEP;32;MAC;32;14/04/2009;0;07:45;18:45;1003 route de la Seds;13127;VITROLLES;04 37 46 45 31;vitrolles@lpcr.fr;LPCR GROUPE;13;;528570229;;les-petits-chaperons-rouges;43.4328453;5.277727099999993;True;True;True;True;False;True
355_PART;Piccolino;PART;10;Micro-crèche;0;          ;0;07:30;19:30;7 rue des Cleux;35890;Bourg des Comptes;;;;35;;;Tee Conseil et Gestion;tee-conseil-et-gestion-piccolino;47.92940160;-1.73665420;True;True;True;True;False;True
1;RUNGIS SILIC;CEP;55;MAC;55;01/02/2005;0;07:30;19:00;Parc d'Affaires Silic - 21/23 Place de la Loire;94150;RUNGIS;01 41 05 53 94;rungis.silic@lpcr.fr;LPCR GROUPE;94;;528570229;;les-petits-chaperons-rouges;48.7447045;2.355831500000022;True;True;True;True;False;True
10;LEVALLOIS DANTON;CEP;48;MAC;48;21/05/2007;0;08:00;20:00;46 rue Danton;92300;LEVALLOIS PERRET;01 41 05 58 73;levallois.danton@lpcr.fr;LPCR GROUPE;92;;528570229;;les-petits-chaperons-rouges;48.88921089999999;2.2849886999999853;True;True;True;True;False;True
105_PART;Cergy Saint Christophe;PART;10;Micro-crèche;0;          ;0;07:00;20:00;1 rue de la Grande Ourse;95800;Cergy Saint Christophe;;;;95;Ile-de-france;;Au Village de Nounours;au-village-de-nounours;47.7587878;7.350627300000042;False;True;False;False;False;True
106;MULHOUSE MAF (DSP);DSP;20;MAF;20;01/09/2011;0;07:00;19:30;Les Berges du Bassin - 128 avenue Robert Schumann;68200;MULHOUSE;03 83 22 19 02;mulhouse@lpcr.fr;LPCR MULHOUSE;68;;533771101;;;47.7587878;7.350627300000042;True;True;True;True;False;False
107;CHILLY MAZARIN;CEP;26;MAC;26;17/10/2011;0;07:30;19:00;ZI de la Vigne aux Loups - 3 rue Blaise Pascal;91380;CHILLY MAZARIN;01 55 90 44 46;chilly.mazarin@lpcr.fr;LPCR GROUPE;91;;528570229;;les-petits-chaperons-rouges;48.7063244;2.3164970000000267;True;True;True;True;False;True
109_PART;Balou 1;PART;65;Mac;0;          ;0;08:00;18:00;53 cour Julien;13006;Marseille;;;;13;;;Balou Crèche;balou-creche;43.29388960;5.38377020;True;True;False;True;False;True
11;LUDRES;CEP;40;MAC;40;06/07/2007;0;07:30;18:30;77 rue Pascal;54710;LUDRES;03 83 22 19 09;ludres@lpcr.fr;LPCR GROUPE;54;;528570229;;les-petits-chaperons-rouges;48.6190711;6.178015500000015;True;True;True;True;False;True
113_PART;KIDS HEAVEN;PART;10;Micro-crèche;0;          ;0;07:30;18:30;6 chemin des Prêles;38240;Meylan;;;;;;;COOCOON;coocoon;45.20851860;5.78540660;True;True;True;True;False;True
117_PART;Les P'tits Flamants;PART;30;Mac;0;          ;0;06:15;18:10;Centre Hospitalier d'Arles;13633;Arles;;;;13;;;Crèches de France;creches-de-france;43.67664700;4.62777690;True;True;True;True;False;True
120;JOUY EN JOSAS;CEP;47;MAC;60;27/08/2012;0;07:30;19:00;21 rue Albert Calmette;78350;JOUY EN JOSAS;01 41 05 76 65;jouy.en.josas@lpcr.fr;LPCR GROUPE;78;;528570229;;les-petits-chaperons-rouges;48.7726188;2.1674629000000323;True;True;True;True;False;True
121;RUNGIS COUTURE;CEP;36;MAC;36;01/09/2013;0;07:30;19:00;44 rue de la Couture - immeuble Kingston CP20182;94563;RUNGIS CEDEX;01 41 05 76 68;rungis.couture@lpcr.fr;LPCR GROUPE;94;;528570229;;les-petits-chaperons-rouges;48.74397620000001;2.351507399999946;True;True;True;True;False;True
122;THIVERVAL ALSH;CEP;30;ALS;30;06/04/2012;0;07:30;18:30;Site de Folleville - RD 119;78850;THIVERVAL GRIGNON;01 30 55 14 32;thiverval.alsh@lpcr.fr;LPCR GROUPE;78;;528570229;;les-petits-chaperons-rouges;48.84839469999999;1.9094135999999935;True;True;True;True;False;True
1249_PART;Centre Joyeux Bearn;PART;72;Mac;0;          ;0;8:15;18:15;1 Avenue de Saragosse;64000;Pau;;;;;;;CENTRE JOYEUX BEARN;;43.3069631;-0.35375120000003335;False;True;True;True;False;True
1255_PART;Les Happy de Saint-Cyr;PART;10;;0;01/01/2017;1;08:00;19:00;53/57 Avenue Pierre Curie;78210;Saint-Cyr-L'Ecole;;;;;;;HAPPY EVEIL;;48.7981443;2.065699900000027;True;True;True;True;False;True
1268_PART;P'tits Loups de Mer;PART;36;MAC;0;          ;3;07:00;19:30;460 rue Jurien de la Gravière;29200;Brest;;;;29;;;MUTUALITE ENFANCE FAMILLE;;48.38655139999999;-4.47506020000003;True;True;True;True;False;True
1269_PART;Infanterix Neuhausen;PART;48;MAC;0;          ;4;08:00;17:30;Leonrodstraße 46;80636;Munich;;;;;;;INFANTERIX;;48.1566747;11.543481499999984;True;True;False;True;False;True
127;BOUGUENAIS;CEP;43;MAC;43;04/09/2012;0;07:30;19:00;Rue Charles Lindberg;44340;BOUGUENAIS;09 80 84 35 54;bouguenais@lpcr.fr;LPCR GROUPE;44;;528570229;;les-petits-chaperons-rouges;47.155055;-1.5983397999999625;True;True;True;True;False;True
1273_PART;Moosach;PART;24;MAC;0;          ;2;08:00;17:30;Hanauerstraße 1;80992;Munich;;;;;;;INFANTERIX;;48.17334999999999;11.528239999999983;True;True;False;True;False;True
1279_PART;Les Bébés du Moulin;PART;10;Micro-crèche;0;          ;1;;;Champ du Moulin;12850;Sainte Radegonde;;;;12;;;Crèches Expansion;;44.336703;2.6270379999999705;False;False;False;False;False;True
